contour_count,total_area,mean_contour_area,max_aspect_ratio,hu_1,hu_2,hu_3,hu_4,hu_5,hu_6,hu_7,intensity_mean,intensity_std,intensity_min,intensity_max,texture_contrast,texture_dissimilarity,texture_homogeneity,texture_energy,texture_correlation,texture_ASM,image_path,defect_type,predicted
36,117176.0,3254.8888888888887,42.66666666666666,2.7751855362445124,7.220141344905292,10.159283809330882,10.075790529091792,20.288455676626626,-14.16446416956674,20.418381075497138,135.99858078429506,36.22710755677858,40.0,216.0,1.7022038588551862,0.2905110995596869,0.9273201485606845,0.5309899729105625,0.9544890105180052,0.2819503513315599,tmp_task2_demo\images\corrosion_010.png,corrosion,corrosion
28,139717.0,4989.892857142857,15.5,2.7948480110754703,6.891236393401708,9.746377048510864,10.043756122308976,19.97985913338347,13.53584198685087,-20.320810284279247,131.92911402716774,38.55873363322296,36.0,210.0,1.696405638454012,0.3126070205479452,0.9163754388110956,0.4655528024219534,0.9536129528624258,0.2167394118429343,tmp_task2_demo\images\corrosion_011.png,corrosion,corrosion
42,50584.0,1233.7560975609756,102.4,2.38465785141044,6.899676331496293,9.79715101946745,10.622507699284055,21.03235999619193,-14.422305545506116,-20.94256230379691,154.6165348640119,16.300788301126566,22.0,208.0,1.6542318982387478,0.21948385518591,0.9579830778023644,0.7528271398099747,0.9481669392465136,0.5667487024344673,tmp_task2_demo\images\crack_000.png,crack,crack
59,48072.0,814.7796610169491,46.54545454545455,2.405060821946006,6.760197423339039,9.829440288116928,10.3964790228689,20.96898665759867,-13.797496400915955,20.537315070812923,155.9339832168138,15.644088211969846,25.0,204.0,1.5210142490215266,0.2038206335616438,0.9609573727502396,0.7648172809048306,0.9513839584879182,0.5849454731706585,tmp_task2_demo\images\crack_001.png,crack,normal
39,48889.0,1286.5526315789473,64.0,2.317657325732998,7.170674579261148,9.218140883154163,9.630750934605286,19.522400529759217,-13.27477613444894,19.082045265696863,152.46955258949842,15.84033151016633,31.0,202.0,1.3944204072896278,0.1920904170743639,0.961385031120964,0.7644046469893979,0.953496291808672,0.584314464338986,tmp_task2_demo\images\crack_002.png,crack,crack
37,77841.5,2103.824324324324,44.625,2.51033256798094,7.268119971157187,9.631554797171932,9.361242132476388,19.447850193080026,13.626651646903628,-18.872468462034515,152.07160034467964,25.909289468420496,16.0,207.0,1.86086564334638,0.269332497553816,0.9436117938863678,0.6529055715113377,0.9526554427567396,0.4262856853105464,tmp_task2_demo\images\crack_003.png,crack,crack
44,54328.0,1234.7272727272727,73.0,2.414265831530292,6.887087282706859,9.17822919041563,8.514699818630856,-17.702149970422656,-12.597655863458815,-17.411797185280186,146.38579223441457,35.03932479006702,19.0,200.0,1.830850201810176,0.2564021220645791,0.950890832598264,0.7440442277810093,0.9410969254592436,0.5536018128942385,tmp_task2_demo\images\crack_004.png,crack,crack
51,64070.5,1256.2843137254902,39.38461538461539,2.473724691393617,6.246176977097425,8.7437885880753,9.613988885399014,-19.02768462565592,12.776513400850726,18.88282467939845,148.73870751146686,31.286355592992027,15.0,202.0,1.752182454745597,0.2493540545499021,0.9496408172571158,0.7093608344517952,0.9492810557186426,0.5031927934541472,tmp_task2_demo\images\crack_005.png,crack,crack
37,75024.0,2027.675675675676,66.0,2.5543804042667904,6.8948028512344575,9.240451211424432,9.638093274027195,-19.118190346505767,13.177660135240773,19.460373188935456,144.75164550876272,39.10613872424705,17.0,207.0,1.829768529843444,0.2675743028375733,0.944552190069156,0.6692413256478007,0.9503324256631605,0.4478839519548255,tmp_task2_demo\images\crack_006.png,crack,crack
37,68234.5,1895.4027777777776,64.0,2.470091206467504,6.59045642106882,9.03847882890982,9.780284009916665,20.31493730286561,13.45107165359092,19.19088844779205,145.3516054749799,37.72151830980954,15.0,205.0,1.604218902886497,0.2339201626712328,0.9507215480962968,0.6954586046233003,0.9542400324632232,0.483662670744588,tmp_task2_demo\images\crack_007.png,crack,crack
45,82559.5,1876.3522727272727,123.5,2.5741375505893025,6.791391990775388,9.254979031340184,9.956124233175489,-19.70138504417375,13.356180396764614,-19.723562697719625,143.8800068963576,40.46193621391505,18.0,209.0,1.905053663160469,0.2828285530821917,0.9404633498935956,0.6438089693237795,0.9503216495373557,0.4144899889817473,tmp_task2_demo\images\crack_008.png,crack,crack
25,91148.5,3645.94,37.25,2.575976279920948,7.35975463247812,9.740141312892966,9.460219765458287,-19.16365892410527,-13.208622045967411,19.27140154386231,144.2946295992089,42.61935731548158,18.0,209.0,2.208659491193738,0.3248990949119373,0.9322798487538216,0.6108228728363355,0.9457064418507196,0.373104581980034,tmp_task2_demo\images\crack_009.png,crack,crack
53,54122.0,1040.8076923076924,64.0,2.257657522541934,5.586690012026396,8.58274176458739,8.107252768004308,-17.317178102078444,10.964659713353916,-16.456332990668148,136.35055220189545,47.19941180124059,14.0,207.0,1.6587496942270057,0.2372569104696672,0.9534642446539764,0.7485759689623886,0.9420694117094716,0.5603659813079791,tmp_task2_demo\images\crack_010.png,crack,crack
38,79409.5,2089.7236842105262,29.4,2.519851666522779,7.302172212672519,10.879571852163975,8.91909534539448,20.1333828394848,-13.09171880888925,18.818938692929077,139.4011826783115,45.795513555166,15.0,209.0,2.024178999510762,0.3005213429549901,0.9381507118012454,0.6521312049217406,0.945003122014795,0.4252751084326812,tmp_task2_demo\images\crack_011.png,crack,crack
47,53786.5,1144.393617021277,39.4,2.392123525603524,6.72611761828552,8.057511094020171,8.11291477694894,16.19969054966045,11.494821953343076,17.27032894639183,155.87335105408792,15.348452976610815,18.0,207.0,1.3974743150684932,0.1957940924657534,0.9595075003663608,0.7429764648701127,0.95818965401431,0.5520140273508899,tmp_task2_demo\images\dimensional_000.png,dimensional,dimensional
64,46383.5,724.7421875,61.5,2.295643055670051,6.2065010356175465,9.692390700904854,9.751693756982188,-20.70840154916413,13.550332498229828,19.474474164028408,153.74282674995615,15.666599744128916,19.0,207.0,1.40967083537182,0.1906150623776907,0.9625036884025552,0.7728411123922365,0.9525181557104276,0.5972833850036695,tmp_task2_demo\images\dimensional_001.png,dimensional,dimensional
65,43578.5,670.4384615384615,74.0,2.265279882503073,6.001559569594336,9.86490408078989,10.449699959031802,-20.714000784842376,-13.563537815867218,-20.81199669300656,152.616403628825,15.65210558358988,18.0,200.0,1.7047303082191785,0.2242080479452055,0.958681461373504,0.7751137052827912,0.9407857164009596,0.6008012561172177,tmp_task2_demo\images\dimensional_002.png,dimensional,dimensional
62,45823.5,739.0887096774194,39.38461538461539,2.395948868611101,7.22180555284132,8.723198653420232,8.545311258697485,-17.75328980827857,14.089423849101234,-17.195607902736644,153.08824724334656,15.478340854055949,18.0,199.0,1.5151816291585127,0.201221563111546,0.961885011265471,0.7745938873906851,0.9480863657604142,0.5999956903830134,tmp_task2_demo\images\dimensional_003.png,dimensional,dimensional
45,65071.5,1478.8977272727273,128.0,2.475584092816663,7.402356779583366,9.476128062826488,10.22204157550752,-20.221579961933323,14.294675056733906,-20.221702840463223,154.27388767782665,15.990539579534412,19.0,206.0,1.5002599070450096,0.2136741682974559,0.9547065498382752,0.7001626852572999,0.9586935113709576,0.4902277858267126,tmp_task2_demo\images\dimensional_004.png,dimensional,dimensional
44,72591.0,1649.7954545454545,36.57142857142857,2.515160113933387,7.093624071135306,10.331459662506964,10.07526113032384,-20.551294198308845,13.78593118730928,-20.351430609825083,154.43841841566618,15.448954613650589,19.0,208.0,1.669807210127201,0.235563692514677,0.950192869794986,0.6723999873132982,0.9563475291844776,0.4521217429389236,tmp_task2_demo\images\dimensional_005.png,dimensional,dimensional
56,51534.0,920.25,51.5,2.353569233527655,6.943805712951278,9.267520539991422,10.966905372341111,-21.39039427273181,14.660249733282717,21.14486683740641,153.08549250453692,16.378858469833006,18.0,198.0,1.6679267062133072,0.2235162365459882,0.957063289508954,0.747016302191869,0.9474560265518364,0.5580333557404137,tmp_task2_demo\images\dimensional_006.png,dimensional,dimensional
49,45667.0,931.9795918367348,55.55555555555556,2.3430231165939666,7.124921843996619,8.341355419757774,8.537217981656815,16.982105861334883,12.184389447649917,17.77353668493712,152.91191951265813,17.19825082761821,19.0,203.0,1.2844720829256362,0.1777496636497064,0.964313294584094,0.7763992900769708,0.9557605790549132,0.6027958576320244,tmp_task2_demo\images\dimensional_007.png,dimensional,dimensional
30,47219.5,1628.2586206896551,42.66666666666666,2.385602987972243,6.779912318340821,9.522984917719045,9.013851326077628,18.584870400322583,12.639544158685116,18.344217679524697,154.9988930513068,16.58396656298916,18.0,203.0,1.4265036386986305,0.1957749816536203,0.961271035435596,0.7643402453312432,0.9540348614890288,0.5842160106330251,tmp_task2_demo\images\dimensional_008.png,dimensional,dimensional
42,54454.5,1296.5357142857142,58.5,2.482233688790388,7.571311992645925,10.335399730295276,8.953914538365154,-18.89473325804417,-12.740233027723436,-18.66268840567238,154.28869293101982,16.722303906265605,19.0,202.0,1.4373432913405089,0.1960578216731898,0.960331715902793,0.7448500774650116,0.955991205704142,0.5548016378996339,tmp_task2_demo\images\dimensional_009.png,dimensional,dimensional
66,49846.0,755.2424242424242,51.2,2.4417081799527254,6.609241048237068,8.487056987507849,8.66718592837394,17.273748384881316,-12.2721609253941,17.69276248272673,153.82451425418833,15.349853880031745,18.0,203.0,1.3720340019569472,0.1893193493150685,0.9618703271476376,0.7659229716456948,0.9549696614212226,0.5866379984945718,tmp_task2_demo\images\dimensional_010.png,dimensional,dimensional
39,49358.5,1265.6025641025642,52.75,2.331515711399597,6.141177467225956,9.21034123039057,9.893931978489483,19.447166937444408,12.990364743019096,-20.594623416731825,154.16335393881755,16.37774063547424,19.0,202.0,1.5718948752446182,0.2086442025440313,0.9601132212025796,0.756890631136164,0.9498599137533992,0.5728834275017005,tmp_task2_demo\images\dimensional_011.png,dimensional,crack
55,55410.0,1007.4545454545456,42.66666666666666,2.393946935980374,7.406710004273434,9.005616194693658,8.889996701743138,17.860945701607726,12.68702921050233,18.335443204761106,152.8006663726787,14.535123719384154,110.0,205.0,1.443795101516634,0.2011489420254403,0.9588495332330932,0.7403885443075775,0.955227905071754,0.5481751965418937,tmp_task2_demo\images\normal_000.png,normal,normal
46,53873.0,1171.1521739130435,51.2,2.471577603830894,6.817853848253216,9.979090570602338,9.559474630823466,19.329154684787024,-13.011997854840065,-20.697690059017308,155.14986225895316,15.79475430276096,111.0,204.0,1.4517375550391387,0.2012100966242661,0.958928648015119,0.7427999771603732,0.9561627959381284,0.5517518060694508,tmp_task2_demo\images\normal_001.png,normal,normal
57,55080.0,966.3157894736842,39.2,2.4135496902413744,6.980502321701316,8.940254235201177,9.092507328194973,18.13550780598796,12.625296360533769,-18.5778376170442,154.51781825523878,15.09706210120086,112.0,207.0,1.5839499755381603,0.2160056873776908,0.9572024377976434,0.7348778965197862,0.952672415427755,0.5400455227933455,tmp_task2_demo\images\normal_002.png,normal,normal
53,50377.5,950.5188679245284,89.0,2.4133400690838043,9.029476911741732,9.900116557606006,9.395828484005891,19.04381649512436,14.173355864749652,21.11715581779163,155.76287372402717,15.898543074376276,114.0,207.0,1.5565985812133074,0.2072835127201565,0.9600030973093714,0.7524019110520798,0.9520543697785993,0.5661086357548217,tmp_task2_demo\images\normal_003.png,normal,normal
60,43993.5,733.225,71.16666666666667,2.360798804751709,7.211035463399963,8.781609479412458,8.544117651570525,17.213864735570063,-12.20840568949742,17.95988580006441,154.6442291812596,14.62614180641282,112.0,200.0,1.5832581641389432,0.2098940496575342,0.9605413292097564,0.7731292060073433,0.9469421562356024,0.597728769181545,tmp_task2_demo\images\normal_004.png,normal,normal
60,50468.0,855.3898305084746,43.6,2.382527233332513,8.03938710666236,9.984584599014514,9.281993704767782,18.93239960808024,14.227676435582712,19.475451503046077,152.88577943936832,15.37806599597804,109.0,204.0,1.6484107448630136,0.2198775379158512,0.9578217367032548,0.7514575283287029,0.9471683495635354,0.5646884168818833,tmp_task2_demo\images\normal_005.png,normal,normal
54,55095.0,1039.5283018867924,64.0,2.4547384143238395,7.072076362145648,9.44289349973768,10.505174010028938,-20.54055012165938,14.245542699785087,20.7836543217788,155.88551717708478,16.35350718621768,110.0,206.0,1.8567185971135027,0.2471524889921722,0.9530154121346012,0.7247052610954029,0.9467321960407064,0.5251977154593561,tmp_task2_demo\images\normal_006.png,normal,normal
58,42543.0,733.5,89.4,2.3561938343266524,7.5531379846748,8.42574916899645,8.866963217218041,17.5282627656312,13.438191876432027,18.101901338109563,156.49218443266588,16.322202257181818,109.0,207.0,1.414803999510763,0.1870184075342465,0.964749168153766,0.7890327711731245,0.9512987833074192,0.6225727139851402,tmp_task2_demo\images\normal_007.png,normal,normal
58,39543.5,681.7844827586207,102.4,2.291677381861242,7.33783855295727,9.50901040041014,8.948692872441137,18.91833366111993,12.633561754460038,18.184829698024657,156.16540511291063,15.353669995027806,112.0,206.0,1.4081228595890407,0.1860093566536202,0.9649838771341132,0.79429863096628,0.950253503550674,0.6309103151549066,tmp_task2_demo\images\normal_008.png,normal,normal
51,51423.5,1008.3039215686274,85.33333333333333,2.3902390974558365,6.728747328039878,10.13492777114047,10.159993986653364,20.339559646991443,-15.11115348429641,20.73840181510768,157.11539961013645,15.635800211335692,109.0,197.0,1.4065519508317026,0.1917311338062622,0.9615630169867212,0.7541863527142492,0.9572867574376924,0.5687970546204218,tmp_task2_demo\images\normal_009.png,normal,normal
65,44908.0,690.8923076923077,52.0,2.3287769612979603,6.892683169163746,9.306169108440308,8.85364949859912,17.936256846156265,12.302888557655896,18.887759068192636,152.66214303507937,16.252605193818848,109.0,208.0,1.6603588246086105,0.2172478901663405,0.9597136864734042,0.7710775636370033,0.9432808934298208,0.5945606091443768,tmp_task2_demo\images\normal_010.png,normal,normal
76,39967.5,525.8881578947369,64.0,2.278032983678908,6.365143021969262,8.600049965728736,8.980267648600167,17.845830748080747,12.442030347632036,-18.036717815169183,154.50970098851846,14.544276630611174,112.0,203.0,1.71925834760274,0.2223084332191781,0.9604072576849974,0.7876238514843982,0.939052416339777,0.6203513314271173,tmp_task2_demo\images\normal_011.png,normal,normal
59,63315.5,1073.1440677966102,35.0,2.454392333942611,7.718209221210614,9.83662990669814,10.608378717440443,20.94175688770476,14.771293142522268,21.029928830807453,153.3879910808631,16.203453371746708,108.0,205.0,1.400975415851272,0.2044016022504892,0.9551752888181276,0.7072884818567281,0.960365789345187,0.5002569965671951,tmp_task2_demo\images\scratch_000.png,scratch,scratch
38,68732.5,1808.75,64.0,2.4836836519292262,7.963321499695406,9.909824133573837,10.790177710669946,21.362289797089375,14.83102084036828,21.23694117678137,153.31409933165247,15.27046302699906,109.0,213.0,1.6375978473581212,0.2326320939334638,0.9510522827177637,0.6858615472586438,0.955464749470324,0.4704060620080209,tmp_task2_demo\images\scratch_001.png,scratch,scratch
37,72473.0,2070.657142857143,56.888888888888886,2.5239933376917043,7.73822755759929,9.9096685951947,9.567676676169436,20.053275831585815,-14.069632638487665,-19.313428131798315,154.31817671885213,16.66736881868226,62.0,207.0,1.5890105185909982,0.2285194471624266,0.9510020882912308,0.6756679348804734,0.95825803617772,0.4565271582256436,tmp_task2_demo\images\scratch_002.png,scratch,scratch
48,34430.5,717.3020833333334,51.2,2.2650745437491597,6.788033836472032,9.731756638587814,10.077516559007186,20.04914499707154,14.268772599772165,-20.270154817581112,153.91791419741617,17.526767947445805,57.0,213.0,1.758030363258317,0.2210088979941291,0.9625569029011224,0.8083708864265042,0.93181029780343,0.6534634900219722,tmp_task2_demo\images\scratch_003.png,scratch,scratch
52,66470.0,1356.530612244898,56.888888888888886,2.4119447204954856,6.31631218057289,9.276171675244854,9.363309202227306,18.83316756926633,12.53618801260287,18.83396243572526,153.9216742217446,16.753526998053342,52.0,207.0,1.5368609344422697,0.216250305772994,0.9547358372706884,0.6940720502499921,0.9580269397552638,0.4817360109382275,tmp_task2_demo\images\scratch_004.png,scratch,scratch
66,43221.0,654.8636363636364,51.2,2.3624282806241816,6.957943574792261,9.651467109748229,9.49546286608852,19.149462860955943,-13.22605606144867,-19.32333706285878,152.0890008544742,19.86951894650536,50.0,225.0,1.5493632277397258,0.2026701626712328,0.9626428225011128,0.7798721339614711,0.9454151393806128,0.6082005453296189,tmp_task2_demo\images\scratch_005.png,scratch,scratch
35,49190.0,1446.764705882353,43.0,2.3687823530228456,7.195927971130659,9.591570652252914,9.779517480170671,-19.500189187316643,13.742835405376317,19.87794131071698,154.27346679682293,19.55345307155269,39.0,222.0,1.5771503485812135,0.2134792380136986,0.9586596757889556,0.7590453074192164,0.9498329103199546,0.5761497787151327,tmp_task2_demo\images\scratch_006.png,scratch,scratch
28,39460.0,1409.2857142857142,42.66666666666666,2.310839783634604,6.908513302377963,9.417990846556178,9.41881763286198,19.350540227595715,-12.960287720358194,18.85866999097303,152.30679014664813,19.819077956846368,36.0,209.0,1.570729115704501,0.2065917013209393,0.9622330499557225,0.7921539683212524,0.942379792807491,0.6275079095271078,tmp_task2_demo\images\scratch_007.png,scratch,scratch
38,72288.5,1902.328947368421,49.0,2.4868200109204324,6.863382531465266,9.095805397988707,9.162595749178104,18.410090488990736,12.595748251233385,-18.48016040533796,150.2261766511435,19.420680820292983,31.0,225.0,1.594308035714286,0.2317529965753424,0.9503440315093786,0.6794189315445099,0.9557660635670489,0.4616100845410835,tmp_task2_demo\images\scratch_008.png,scratch,scratch
46,46239.5,1075.3372093023256,56.44444444444444,2.4432682844126097,6.285159913230757,9.359257467955445,9.032997368921055,19.595009844160764,-12.71949329379824,18.22952786361531,151.60622670343366,21.87277282950404,28.0,235.0,1.4883003608121328,0.1990543970156555,0.9617989458298388,0.7724455230935715,0.9492302055312084,0.5966720861473013,tmp_task2_demo\images\scratch_009.png,scratch,scratch
47,56422.5,1200.478723404255,36.30769230769231,2.407798116710269,7.404343269117706,9.540640889794888,9.176252247863951,18.6468176627892,12.885727387814704,-18.731889344115853,150.28591861852016,22.484231846308933,23.0,220.0,1.669398238747554,0.2274415973581213,0.9553104963090516,0.7309220481928863,0.9485102027312506,0.534247040534484,tmp_task2_demo\images\scratch_010.png,scratch,scratch
53,59515.0,1144.5192307692307,51.2,2.454772906964828,8.288808026146894,11.173444918937276,9.882078097527035,-20.64091617317454,-14.034146988267794,20.50172626961887,154.96908886368195,21.956843606486935,15.0,224.0,1.3370459271037178,0.1885166952054794,0.9601946545378406,0.7292724429934122,0.9616454262439422,0.5318382961095797,tmp_task2_demo\images\scratch_011.png,scratch,scratch
